"TNAME"	"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"NUMOCC"	"otufin"	"otufin2"
"DRUNELLA.COLORADENSIS/FLAVILINEA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"DRUNELLA"	"DRUNELLA.COLORADENSIS/FLAVILINEA"	64	"DRUNELLA.COLORADENSIS/FLAVILINEA"	"DRUNELLA.COLORADENSIS/FLAVILINEA"
"DRUNELLA.DODDSI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"DRUNELLA"	"DRUNELLA.DODDSI"	154	"DRUNELLA.DODDSI"	"DRUNELLA.DODDSI"
"DRUNELLA.GRANDIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"DRUNELLA"	"DRUNELLA.GRANDIS"	19	"DRUNELLA"	NA
"DRUNELLA.SPINIFERA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"DRUNELLA"	"DRUNELLA.SPINIFERA"	34	"DRUNELLA.SPINIFERA"	"DRUNELLA.SPINIFERA"
"DRUNELLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"DRUNELLA"	NA	3	"DRUNELLA"	NA
"EPHEMERELLA.INERMIS/INFREQUENS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"EPHEMERELLA"	"EPHEMERELLA.INERMIS/INFREQUENS"	4	"EPHEMERELLA.INERMIS/INFREQUENS"	"EPHEMERELLA"
"EPHEMERELLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"EPHEMERELLA"	NA	39	"EPHEMERELLA"	"EPHEMERELLA"
"SERRATELLA.TERESA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"SERRATELLA"	"SERRATELLA.TERESA"	11	"SERRATELLA"	NA
"SERRATELLA.TIBIALIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"SERRATELLA"	"SERRATELLA.TIBIALIS"	94	"SERRATELLA.TIBIALIS"	"SERRATELLA.TIBIALIS"
"SERRATELLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"SERRATELLA"	NA	7	"SERRATELLA"	NA
"TIMPANOGA.HECUBA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"TIMPANOGA"	"TIMPANOGA.HECUBA"	9	"EPHEMERELLIDAE"	NA
"EPHEMERELLIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	NA	NA	15	"EPHEMERELLIDAE"	NA
"TRICORYTHODES.MINUTUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"LEPTOHYPHIDAE"	NA	NA	NA	"TRICORYTHODES"	"TRICORYTHODES.MINUTUS"	4	"TRICORYTHODES"	"TRICORYTHODES"
"TRICORYTHODES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"LEPTOHYPHIDAE"	NA	NA	NA	"TRICORYTHODES"	NA	1	"TRICORYTHODES"	"TRICORYTHODES"
"CINYGMA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"CINYGMA"	NA	52	"HEPTAGENIIDAE"	NA
"CINYGMULA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"CINYGMULA"	NA	151	"CINYGMULA"	"CINYGMULA"
"EPEORUS.ALBERTAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"EPEORUS"	"EPEORUS.ALBERTAE"	38	"EPEORUS"	"EPEORUS"
"EPEORUS.DECEPTIVUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"EPEORUS"	"EPEORUS.DECEPTIVUS"	7	"EPEORUS"	"EPEORUS"
"EPEORUS.GRANDIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"EPEORUS"	"EPEORUS.GRANDIS"	59	"EPEORUS.GRANDIS"	"EPEORUS"
"EPEORUS.LONGIMANUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"EPEORUS"	"EPEORUS.LONGIMANUS"	74	"EPEORUS"	"EPEORUS"
"EPEORUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"EPEORUS"	NA	59	"EPEORUS"	"EPEORUS"
"HEPTAGENIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"HEPTAGENIA"	NA	1	"HEPTAGENIIDAE"	NA
"IRONODES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"IRONODES"	NA	109	"IRONODES"	"IRONODES"
"NIXE.LEUCOCRUTA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"NIXE"	"NIXE.LEUCOCRUTA"	4	"HEPTAGENIIDAE"	NA
"NIXE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"NIXE"	NA	25	"HEPTAGENIIDAE"	NA
"RHITHROGENA.ROBUSTA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"RHITHROGENA"	"RHITHROGENA.ROBUSTA"	4	"RHITHROGENA"	"RHITHROGENA"
"RHITHROGENA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"RHITHROGENA"	NA	156	"RHITHROGENA"	"RHITHROGENA"
"HEPTAGENIIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	NA	NA	45	"HEPTAGENIIDAE"	NA
"AMELETUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"AMELETIDAE"	NA	NA	NA	"AMELETUS"	NA	115	"AMELETUS"	"AMELETUS"
"ACENTRELLA.TURBIDA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"ACENTRELLA"	"ACENTRELLA.TURBIDA"	26	"ACENTRELLA"	"ACENTRELLA"
"ACENTRELLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"ACENTRELLA"	NA	25	"ACENTRELLA"	"ACENTRELLA"
"BAETIS.ALIUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"BAETIS"	"BAETIS.ALIUS"	1	"BAETIS"	NA
"BAETIS.BICAUDATUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"BAETIS"	"BAETIS.BICAUDATUS"	4	"BAETIS"	NA
"BAETIS.FLAVISTRIGA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"BAETIS"	"BAETIS.FLAVISTRIGA"	18	"BAETIS"	NA
"BAETIS.NOTOS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"BAETIS"	"BAETIS.NOTOS"	1	"BAETIS"	NA
"BAETIS.TRICAUDATUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"BAETIS"	"BAETIS.TRICAUDATUS"	239	"BAETIS.TRICAUDATUS"	"BAETIS.TRICAUDATUS"
"BAETIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"BAETIS"	NA	25	"BAETIS"	NA
"CENTROPTILUM"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"CENTROPTILUM"	NA	6	"CENTROPTILUM"	"CENTROPTILUM"
"DIPHETOR.HAGENI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"DIPHETOR"	"DIPHETOR.HAGENI"	156	"DIPHETOR.HAGENI"	"DIPHETOR.HAGENI"
"FALLCEON"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"FALLCEON"	NA	1	"FALLCEON"	"FALLCEON"
"LABIOBAETIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"LABIOBAETIS"	NA	1	"BAETIDAE"	NA
"PROCLOEON"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"PROCLOEON"	NA	1	"BAETIDAE"	NA
"BAETIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	NA	NA	3	"BAETIDAE"	NA
"CORDULEGASTER"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ANISOPTERA"	NA	NA	"CORDULEGASTRIDAE"	NA	NA	NA	"CORDULEGASTER"	NA	2	"ANISOPTERA"	NA
"OCTOGOMPHUS.SPECULARIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ANISOPTERA"	NA	NA	"GOMPHIDAE"	NA	NA	NA	"OCTOGOMPHUS"	"OCTOGOMPHUS.SPECULARIS"	1	"GOMPHIDAE"	"GOMPHIDAE"
"OCTOGOMPHUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ANISOPTERA"	NA	NA	"GOMPHIDAE"	NA	NA	NA	"OCTOGOMPHUS"	NA	8	"GOMPHIDAE"	"GOMPHIDAE"
"OPHIOGOMPHUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ANISOPTERA"	NA	NA	"GOMPHIDAE"	NA	NA	NA	"OPHIOGOMPHUS"	NA	2	"OPHIOGOMPHUS"	"GOMPHIDAE"
"GOMPHIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ANISOPTERA"	NA	NA	"GOMPHIDAE"	NA	NA	NA	NA	NA	27	"GOMPHIDAE"	"GOMPHIDAE"
"LIBELLULIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ANISOPTERA"	NA	NA	"LIBELLULIDAE"	NA	NA	NA	NA	NA	2	"ANISOPTERA"	NA
"COENAGRIONIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ZYGOPTERA"	NA	NA	"COENAGRIONIDAE"	NA	NA	NA	NA	NA	1	"COENAGRIONIDAE"	"COENAGRIONIDAE"
"ODONATA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"ODONATA"	NA
"NEMATODA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"NEMATODA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122	NA	NA
"NEMATOMORPHA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"NEMATOMORPHA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
"BRANCHIOBDELLIDA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"ANNELIDA"	"CLITELLATA"	NA	NA	"OLIGOCHAETA"	"OLIGOCHAETA"	NA	NA	"BRANCHIOBDELLIDA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"OLIGOCHAETA"	"OLIGOCHAETA"
"OLIGOCHAETA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"ANNELIDA"	"CLITELLATA"	NA	NA	"OLIGOCHAETA"	"OLIGOCHAETA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	203	"OLIGOCHAETA"	"OLIGOCHAETA"
"CORBICULA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"BIVALVIA"	"HETERODONTA"	NA	NA	"VENEROIDA"	NA	NA	"CORBICULOIDEA"	"CORBICULIDAE"	NA	NA	NA	"CORBICULA"	NA	1	"CORBICULOIDEA"	"CORBICULOIDEA"
"PISIDIUM"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"BIVALVIA"	"HETERODONTA"	NA	NA	"VENEROIDA"	NA	NA	"CORBICULOIDEA"	"PISIDIIDAE"	NA	NA	NA	"PISIDIUM"	NA	3	"PISIDIUM"	"CORBICULOIDEA"
"FERRISSIA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"ANCYLIDAE"	NA	NA	NA	"FERRISSIA"	NA	5	"BASOMMATOPHORA"	NA
"ANCYLIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"ANCYLIDAE"	NA	NA	NA	NA	NA	1	"BASOMMATOPHORA"	NA
"FOSSARIA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"LYMNAEIDAE"	NA	NA	NA	"FOSSARIA"	NA	2	"LYMNAEIDAE"	"LYMNAEIDAE"
"LYMNAEIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"LYMNAEIDAE"	NA	NA	NA	NA	NA	1	"LYMNAEIDAE"	"LYMNAEIDAE"
"PHYSA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"PHYSIDAE"	NA	NA	NA	"PHYSA"	NA	3	"PHYSA"	"PHYSIDAE"
"PHYSELLA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"PHYSIDAE"	NA	NA	NA	"PHYSELLA"	NA	1	"PHYSIDAE"	"PHYSIDAE"
"PHYSIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"PHYSIDAE"	NA	NA	NA	NA	NA	3	"PHYSIDAE"	"PHYSIDAE"
"PROMENETUS.UMBILICATELLUS"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"PLANORBIDAE"	NA	NA	NA	"PROMENETUS"	"PROMENETUS.UMBILICATELLUS"	1	"PLANORBIDAE"	"PLANORBIDAE"
"PLANORBIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"PLANORBIDAE"	NA	NA	NA	NA	NA	5	"PLANORBIDAE"	"PLANORBIDAE"
"FLUMINICOLA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"NEOTAENIOGLOSSA"	NA	NA	NA	"HYDROBIIDAE"	NA	NA	NA	"FLUMINICOLA"	NA	22	"HYDROBIIDAE"	"NEOTAENIOGLOSSA"
"POTAMOPYRGUS.ANTIPODARUM"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"NEOTAENIOGLOSSA"	NA	NA	NA	"HYDROBIIDAE"	NA	NA	NA	"POTAMOPYRGUS"	"POTAMOPYRGUS.ANTIPODARUM"	10	"HYDROBIIDAE"	"NEOTAENIOGLOSSA"
